0,116,3
127,116,3
186,116,1
10967,116,1
0,118,1
10967,118,1
0,120,0
393,120,0
431,120,1
10967,120,1
0,121,5
10967,121,5
0,125,0
10967,125,0
0,130,1
10967,130,1
0,132,0
10967,132,0
0,133,0
10967,133,0
0,134,1
10967,134,1
0,136,0
10967,136,0
0,140,0
10967,140,0
0,141,0
10967,141,0
0,143,0
10967,143,0
0,145,0
82,145,0
127,145,3
510,145,3
544,145,0
10967,145,0
0,146,0
10967,146,0
1,741,0
10998,741,0
1,744,1
10998,744,1
1,745,0
10998,745,0
1,746,0
10998,746,0
1,749,0
10998,749,0
1,751,3
10998,751,3
1,752,0
10998,752,0
1,754,3
10998,754,3
1,755,0
10998,755,0
1,756,0
10998,756,0
1,757,0
10998,757,0
1,758,0
10998,758,0
2,149,0
10969,149,0
2,151,0
10969,151,0
2,152,0
10969,152,0
2,154,0
10969,154,0
2,156,0
10969,156,0
2,158,1
10969,158,1
2,160,0
10969,160,0
2,162,0
10969,162,0
2,164,0
10969,164,0
2,166,0
10969,166,0
2,168,1
10969,168,1
2,169,0
638,169,0
680,169,1
10969,169,1
2,171,0
10969,171,0
2,173,0
10969,173,0
2,175,0
10969,175,0
3,862,1
10932,862,1
3,863,13
3,863,13
84,863,78
84,863,78
188,863,143
188,863,143
271,863,208
271,863,208
349,863,255
10932,863,255
3,864,2
3,864,2
84,864,7
10932,864,7
3,866,1
10932,866,1
3,869,1
10932,869,1
3,870,0
10932,870,0
3,871,0
10932,871,0
3,872,0
10932,872,0
3,874,0
10932,874,0
3,875,0
10932,875,0
3,877,0
10932,877,0
3,878,0
10932,878,0
3,881,1
10932,881,1
3,882,1
10932,882,1
3,883,0
10932,883,0
3,884,0
10932,884,0
3,885,0
10932,885,0
3,886,0
10932,886,0
3,887,0
10932,887,0
3,888,0
10932,888,0
3,889,0
10932,889,0
3,892,0
10932,892,0
3,893,0
10932,893,0
5,307,0
10980,307,0
5,308,0
10980,308,0
5,310,0
10980,310,0
5,312,0
10980,312,0
5,314,0
10980,314,0
5,316,0
10980,316,0
5,318,0
10980,318,0
5,319,0
10980,319,0
5,321,0
10980,321,0
5,324,0
10980,324,0
5,326,0
10980,326,0
6,10,0
10968,10,0
6,11,0
138,11,0
204,11,1
2821,11,1
2881,11,0
10968,11,0
6,16,0
10968,16,0
7,422,0
10970,422,0
7,427,0
10970,427,0
7,338,0
10979,338,0
7,339,0
10979,339,0
7,340,0
10979,340,0
7,341,0
10979,341,0
7,343,0
10979,343,0
7,344,0
10979,344,0
7,345,0
10979,345,0
7,346,0
10979,346,0
7,347,0
10979,347,0
9,439,0
11000,439,0
9,440,0
11000,440,0
9,441,0
11000,441,0
9,442,0
11000,442,0
9,443,4
11000,443,4
9,448,3
11000,448,3
9,450,0
11000,450,0
9,451,0
11000,451,0
9,453,0
11000,453,0
10,478,0
11001,478,0
10,479,0
11001,479,0
10,482,0
11001,482,0
10,488,0
11001,488,0
10,490,0
11001,490,0
10,492,0
11001,492,0
10,494,0
11001,494,0
10,496,0
11001,496,0
10,498,0
11001,498,0
11,915,0
10953,915,0
11,917,0
328,917,0
435,917,1
10953,917,1
11,918,0
10953,918,0
11,920,0
10953,920,0
11,921,0
10953,921,0
11,922,0
10953,922,0
11,925,0
11,925,0
76,925,3
435,925,3
493,925,1
10953,925,1
12,599,0
10983,599,0
12,600,0
10983,600,0
12,601,1
10983,601,1
12,602,0
10983,602,0
12,607,0
10983,607,0
12,608,1
10983,608,1
12,614,2
10983,614,2
12,615,3
10983,615,3
12,616,0
10983,616,0
12,617,0
10983,617,0
13,657,0
11003,657,0
13,658,0
11003,658,0
13,659,0
11003,659,0
13,660,0
11003,660,0
13,662,0
11003,662,0
13,663,0
11003,663,0
13,664,0
11003,664,0
13,665,0
11003,665,0
13,667,0
11003,667,0
13,668,0
11003,668,0
13,669,0
11003,669,0
13,670,0
11003,670,0
13,672,0
11003,672,0
13,673,0
11003,673,0
13,675,0
11003,675,0
13,677,0
436,677,0
503,677,1
11003,677,1
13,679,0
11003,679,0
13,680,0
11003,680,0
13,682,0
677,682,0
755,682,2
1298,682,2
1380,682,1
11003,682,1
13,683,0
677,683,0
755,683,2
1298,683,2
1380,683,1
11003,683,1
13,684,0
11003,684,0
13,686,0
11003,686,0
13,687,0
11003,687,0
13,688,0
11003,688,0
13,689,0
11003,689,0
13,690,0
11003,690,0
13,691,0
11003,691,0
13,692,1
11003,692,1
13,694,0
13,694,0
89,694,3
503,694,3
597,694,0
11003,694,0
13,695,0
11003,695,0
13,696,0
11003,696,0
13,697,1
11003,697,1
14,254,1
10997,254,1
14,256,0
10997,256,0
14,259,0
10997,259,0
14,264,0
10997,264,0
14,265,0
10997,265,0
14,266,0
14,266,0
90,266,3
437,266,3
494,266,1
10997,266,1
14,267,0
10997,267,0
14,268,0
10997,268,0
15,928,15
10957,928,15
15,929,3
10957,929,3
15,934,0
10957,934,0
15,935,0
10957,935,0
15,936,0
332,936,0
438,936,1
10957,936,1
15,937,7
10957,937,7
15,939,0
10957,939,0
15,941,1
10957,941,1
15,943,1
10957,943,1
16,398,3
16,398,3
191,398,0
191,398,0
357,398,3
357,398,3
520,398,0
1304,398,0
16,400,3
16,400,3
191,400,0
191,400,0
357,400,3
357,400,3
520,400,0
1304,400,0
16,402,0
520,402,0
688,402,2
688,402,2
1304,402,1
1304,402,1
16,404,0
520,404,0
688,404,2
688,404,2
1304,404,1
1304,404,1
17,944,0
10958,944,0
17,946,0
10958,946,0
17,948,0
10958,948,0
17,949,0
10958,949,0
17,951,0
10958,951,0
17,952,1
10958,952,1
17,953,0
10958,953,0
17,954,1
10958,954,1
18,1015,0
10984,1015,0
18,1017,1
10984,1017,1
18,1020,1
10984,1020,1
18,1022,0
10984,1022,0
18,1024,1
10984,1024,1
18,1027,0
10984,1027,0
18,1028,0
144,1028,0
226,1028,6
2471,1028,6
2522,1028,0
10984,1028,0
18,1032,0
10984,1032,0
18,1033,1
226,1033,1
286,1033,0
10984,1033,0
18,1041,0
10984,1041,0
19,794,0
10963,794,0
19,797,0
